LeMond Revolution,FW 0.31,HW 1.0,STN,220509,8:25,,,
0:05:54,32.4,3.1,150,0,90,47,15,0
0:05:55,32.4,3.1,150,0,90,47,15,0
0:05:56,32.4,3.1,150,0,90,47,15,0
0:05:57,32.4,3.1,150,0,90,48,15,0
0:05:58,32.4,3.1,150,0,90,48,15,0
0:05:59,32.4,3.1,150,0,90,48,15,0
0:06:00,32.8,3.2,150,0,91,48,15,0
0:06:01,32.8,3.2,150,0,91,48,15,0
0:06:02,32.8,3.2,150,0,91,48,15,0
0:06:03,32.8,3.2,150,0,91,49,15,0
0:06:04,32.8,3.2,150,0,91,49,15,0
0:06:05,32.8,3.2,150,0,91,49,15,0
0:06:06,32.8,3.2,150,0,91,49,15,0
0:06:07,32.4,3.2,150,0,90,49,15,0
0:06:08,32.4,3.2,150,0,90,49,15,0
0:06:09,32,3.2,150,0,89,50,16,0
0:06:10,32,3.2,150,0,89,50,16,0
0:06:11,32,3.3,150,0,89,50,16,0
0:06:12,32,3.3,150,0,89,50,16,0
0:06:13,32,3.3,150,0,89,50,16,0
0:06:14,32,3.3,150,0,89,51,16,0
0:06:15,32.4,3.3,150,0,90,51,15,0
0:06:16,32.4,3.3,150,0,90,51,15,0
0:06:17,33.1,3.3,150,0,92,51,15,0
0:06:18,33.1,3.3,150,0,92,51,15,0
0:06:19,33.1,3.3,150,0,92,51,15,0
0:06:20,33.1,3.3,150,0,92,52,15,0
0:06:21,32.8,3.3,150,0,91,52,15,0
0:06:22,32.8,3.4,150,0,91,52,15,0
0:06:23,32.8,3.4,150,0,91,52,15,0
0:06:24,32.4,3.4,150,0,90,52,15,0
0:06:25,32.4,3.4,150,0,90,52,15,0
0:06:26,32.4,3.4,150,0,90,53,15,0
0:06:27,32.8,3.4,150,0,91,53,15,0
0:06:28,32.8,3.4,150,0,91,53,15,0
0:06:29,32.8,3.4,150,0,91,53,15,0
0:06:30,32.8,3.4,150,0,91,53,15,0
0:06:31,32.8,3.4,150,0,91,53,15,0
0:06:32,32.8,3.4,150,0,91,54,15,0
0:06:33,32.8,3.5,150,0,91,54,15,0
0:06:34,32.8,3.5,150,0,91,54,15,0
0:06:35,32.8,3.5,150,0,91,54,15,0
0:06:36,32.8,3.5,150,0,91,54,15,0
0:06:37,32.8,3.5,150,0,91,55,15,0
0:06:38,32.8,3.5,150,0,91,55,15,0
0:06:39,32.8,3.5,150,0,91,55,15,0
0:06:40,32.8,3.5,150,0,91,55,15,0
0:06:41,32.8,3.5,150,0,91,55,15,0
0:06:42,32.8,3.5,150,0,91,55,15,0
0:06:43,32.8,3.5,150,0,91,56,15,0
0:06:44,32.8,3.6,150,0,91,56,15,0
0:06:45,32.8,3.6,150,0,91,56,15,0
0:06:46,32.8,3.6,150,0,91,56,15,0
0:06:47,32.8,3.6,150,0,91,56,15,0
0:06:48,32.8,3.6,150,0,91,56,15,0
0:06:49,32.8,3.6,150,0,91,57,15,0
0:06:50,32.8,3.6,150,0,91,57,15,0
0:06:51,32.8,3.6,150,0,91,57,15,0
0:06:52,32.8,3.6,150,0,91,57,15,0
0:06:53,32.8,3.6,150,0,91,57,15,0
0:06:54,32.8,3.6,150,0,91,58,15,0
0:06:55,32.8,3.7,150,0,91,58,15,0
0:06:56,32.8,3.7,150,0,91,58,15,0
0:06:57,33.1,3.7,150,0,92,58,15,0
0:06:58,33.1,3.7,150,0,92,58,15,0
0:06:59,33.1,3.7,150,0,92,58,15,0
0:07:00,33.1,3.7,150,0,92,59,15,0
0:07:01,33.1,3.7,150,0,92,59,15,0
0:07:02,33.1,3.7,150,0,92,59,15,0
0:07:03,33.1,3.7,150,0,92,59,15,0
0:07:04,33.1,3.7,150,0,92,59,15,0
0:07:05,32.8,3.7,150,0,91,59,15,0
0:07:06,32.8,3.7,150,0,91,59,15,0
0:07:07,32.8,3.8,150,0,91,60,15,0
0:07:08,32.8,3.8,150,0,91,60,15,0
0:07:09,32.4,3.8,150,0,90,60,15,0
0:07:10,32.4,3.8,150,0,90,60,15,0
0:07:11,32.4,3.8,150,0,90,60,15,0
0:07:12,32.4,3.8,150,0,90,60,15,0
0:07:13,32.8,3.8,150,0,91,61,15,0
0:07:14,32.8,3.8,150,0,91,61,15,0
0:07:15,32.8,3.8,150,0,91,61,15,0
0:07:16,32.8,3.8,150,0,91,61,15,0
0:07:17,32.8,3.8,150,0,91,61,15,0
0:07:18,32.8,3.9,150,0,91,62,15,0
0:07:19,32.8,3.9,150,0,91,62,15,0
0:07:20,32.8,3.9,150,0,91,62,15,0
0:07:21,32.8,3.9,150,0,91,62,15,0
0:07:22,32.8,3.9,150,0,91,62,15,0
0:07:23,32.8,3.9,150,0,91,62,15,0
0:07:24,32.8,3.9,150,0,91,63,15,0
0:07:25,32.8,3.9,150,0,91,63,15,0
0:07:26,32.4,3.9,150,0,90,63,15,0
0:07:27,32.8,3.9,150,0,91,63,15,0
0:07:28,32.8,3.9,150,0,91,63,15,0
0:07:29,32.8,4,150,0,91,63,15,0
0:07:30,32.4,4,150,0,90,64,15,0
0:07:31,32.4,4,150,0,90,64,15,0
0:07:32,32.4,4,150,0,90,64,15,0
0:07:33,32.4,4,150,0,90,64,15,0
0:07:34,32.4,4,150,0,90,64,15,0
0:07:35,32.4,4,150,0,90,64,15,0
0:07:36,32.4,4,150,0,90,65,15,0
0:07:37,32.4,4,150,0,90,65,15,0
0:07:38,32.4,4,150,0,90,65,15,0
0:07:39,32.4,4,150,0,90,65,15,0
0:07:40,32,4.1,150,0,89,65,16,0
0:07:41,32,4.1,150,0,89,66,16,0
0:07:42,32,4.1,150,0,89,66,16,0
0:07:43,32,4.1,150,0,89,66,16,0
0:07:44,32,4.1,150,0,89,66,16,0
0:07:45,32.4,4.1,150,0,90,66,15,0
0:07:46,32.4,4.1,150,0,90,66,15,0
0:07:47,32.4,4.1,150,0,90,67,15,0
0:07:48,32.4,4.1,150,0,90,67,15,0
0:07:49,32.4,4.1,150,0,90,67,15,0
0:07:50,32.4,4.1,150,0,90,67,15,0
0:07:51,32.4,4.2,150,0,90,67,15,0
0:07:52,32.4,4.2,150,0,90,67,15,0
0:07:53,32.4,4.2,150,0,90,68,15,0
0:07:54,32.4,4.2,150,0,90,68,15,0
0:07:55,32.4,4.2,150,0,90,68,15,0
0:07:56,32.4,4.2,150,0,90,68,15,0
0:07:57,32.8,4.2,150,0,91,68,15,0
0:07:58,32.8,4.2,150,0,91,68,15,0
0:07:59,32.8,4.2,150,0,91,69,15,0
0:08:00,33.1,4.2,150,0,92,69,15,0
0:08:01,33.1,4.2,150,0,92,69,15,0
0:08:02,33.1,4.3,150,0,92,69,15,0
0:08:03,32.8,4.3,150,0,91,69,15,0
0:08:04,32.8,4.3,150,0,91,70,15,0
0:08:05,32.8,4.3,150,0,91,70,15,0
0:08:06,32.4,4.3,150,0,90,70,15,0
0:08:07,32.4,4.3,150,0,90,70,15,0
0:08:08,32.4,4.3,150,0,90,70,15,0
0:08:09,32.4,4.3,150,0,90,70,15,0
0:08:10,32.4,4.3,150,0,90,71,15,0
0:08:11,32.4,4.3,150,0,90,71,15,0
0:08:12,32.4,4.3,150,0,90,71,15,0
0:08:13,32.4,4.4,150,0,90,71,15,0
0:08:14,32.4,4.4,150,0,90,71,15,0
0:08:15,32.8,4.4,150,0,91,71,15,0
0:08:16,32.8,4.4,150,0,91,72,15,0
0:08:17,32.8,4.4,150,0,91,72,15,0
0:08:18,32.8,4.4,150,0,91,72,15,0
0:08:19,32.8,4.4,150,0,91,72,15,0
0:08:20,32.8,4.4,150,0,91,72,15,0
0:08:21,32.8,4.4,150,0,91,72,15,0
0:08:22,32.8,4.4,150,0,91,73,15,0
0:08:23,32.8,4.4,150,0,91,73,15,0
0:08:24,32.8,4.5,150,0,91,73,15,0
0:08:25,32.8,4.5,150,0,91,73,15,0
0:08:26,32.8,4.5,150,0,91,73,15,0
0:08:27,32.8,4.5,150,0,91,74,15,0
0:08:28,32.8,4.5,150,0,91,74,15,0
0:08:29,32.4,4.5,150,0,90,74,15,0
0:08:30,32.4,4.5,150,0,90,74,15,0
0:08:31,32.4,4.5,150,0,90,74,15,0
0:08:32,32.4,4.5,150,0,90,74,15,0
0:08:33,32.4,4.5,150,0,90,75,15,0
0:08:34,32.8,4.5,150,0,91,75,15,0
0:08:35,32.8,4.6,150,0,91,75,15,0
0:08:36,32.8,4.6,150,0,91,75,15,0
0:08:37,32.8,4.6,150,0,91,75,15,0
0:08:38,32.8,4.6,150,0,91,75,15,0
0:08:39,32.8,4.6,150,0,91,76,15,0
0:08:40,32.8,4.6,150,0,91,76,15,0
0:08:41,32.8,4.6,150,0,91,76,15,0
0:08:42,32.8,4.6,150,0,91,76,15,0
0:08:43,18.7,4.6,150,0,52,76,27,0
0:08:44,23,4.6,150,0,64,76,22,0
0:08:45,28.1,4.6,150,0,78,77,18,0
0:08:46,32,4.6,150,0,89,77,16,0
0:08:47,36,4.7,150,0,100,77,14,0
0:08:48,37.1,4.7,150,0,103,77,13,0
0:08:49,36.7,4.7,150,0,102,77,14,0
0:08:50,36,4.7,150,0,100,78,14,0
0:08:51,35.6,4.7,150,0,99,78,14,0
0:08:52,35.6,4.7,150,0,99,78,14,0
0:08:53,34.9,4.7,150,0,97,78,14,0
0:08:54,34.6,4.7,150,0,96,78,14,0
0:08:55,34.6,4.7,150,0,96,78,14,0
0:08:56,33.8,4.7,150,0,94,79,15,0
0:08:57,33.8,4.8,150,0,94,79,15,0
0:08:58,33.8,4.8,150,0,94,79,15,0
0:08:59,33.8,4.8,150,0,94,79,15,0
0:09:00,33.5,4.8,150,0,93,79,15,0
0:09:01,33.8,4.8,150,0,94,79,15,0
0:09:02,34.2,4.8,150,0,95,80,15,0
0:09:03,33.8,4.8,150,0,94,80,15,0
0:09:04,33.8,4.8,150,0,94,80,15,0
0:09:05,33.5,4.8,150,0,93,80,15,0
0:09:06,33.5,4.8,150,0,93,80,15,0
0:09:07,33.5,4.8,150,0,93,80,15,0
